Full Name,Email,Age,Zip,Phone,Gender,Password,Street,Major
Tremayne Bode,tbo6140@lionstate.edu,18,51363,6692960331,M,o7e5y5dx,120 Heritage Lane,CMPEN
Jocelyn Gibson,jgi1267@lionstate.edu,20,81133,1089845771,F,maqpunnl,7450 West Manchester Street,CMPEN
Yesenia Cruickshank,ycr2698@lionstate.edu,18,6413,1928584788,F,vq1nni34,9498 Newport Ave.,ECON
Nedra Langworth DDS,nla5784@lionstate.edu,20,83336,3853738895,F,5aoxsizv,63 Lake Forest Road,CMPSC
Miles Gottlieb,mgo7391@lionstate.edu,20,33618,4235394475,M,nxo2mwgf,308 Mammoth Dr.,ECON
Tobin Armstrong,tar1494@lionstate.edu,19,46792,4088360733,M,mklvq7ae,78 South Brewery Ave.,CHEM
Jerome Carroll,jca6758@lionstate.edu,22,61605,7747435349,F,shhpv8p7,7 Arch Court,CMPSC
Miss Roger Hermann,mro5260@lionstate.edu,21,51440,2802999790,F,02urjsak,453 North Elm Dr.,IST
Mrs. Jarod Hauck,mja5716@lionstate.edu,19,93551,8827206560,F,kcu3vjig,83 Corona Street,STAT
Lupe McClure V,lmc7976@lionstate.edu,21,46115,2405647274,F,j2sxy242,88 Harrison Street,IST
Ms. Tess Volkman,mte9606@lionstate.edu,22,72542,4221799990,M,pb0hfa5q,336 Myrtle Street,ECON
Marcelle Orn,mor8879@lionstate.edu,18,34996,5271289567,M,gx3wwjpy,87 Vermont St.,PHYS
Madeline Lowe,mlo6731@lionstate.edu,19,33635,4032650273,F,ncjwln3k,259 Cleveland Road,CSE
Miss Grayson Pagac,mgr1249@lionstate.edu,18,33129,2986945206,M,dougrd3c,9659 Rosewood Drive,CMPEN
Luisa Lynch II,lly4642@lionstate.edu,20,72717,8233322701,F,okou3evv,7195 North Canterbury Circle,MATH
Ms. Donavon Ferry,mdo7786@lionstate.edu,19,19902,2486083463,F,c1tkc0cu,83 Corona Street,PHYS
Jalen Dietrich DDS,jdi6068@lionstate.edu,21,52802,3869844762,M,ctrbgry4,83 Corona Street,PHYS
Stella Kohler,sko1421@lionstate.edu,18,46407,2216443811,F,o1kwtc35,78 South Brewery Ave.,DS
Mrs. Trisha Flatley,mtr7454@lionstate.edu,20,92549,5935197400,M,9pp8rq5t,308 Mammoth Dr.,CMPEN
Mireya McKenzie,mmc4653@lionstate.edu,20,50648,5063775369,F,scejc8la,7130 Longfellow Dr.,STAT
Nestor Willms,nwi5569@lionstate.edu,18,95556,5659925408,M,x6dvvxsz,7764 Union Avenue,PHYS
Trevor Douglas,tdo6032@lionstate.edu,18,72950,3171240274,F,7t094e9g,8401 Green Rd.,CMPEN
Jaydon Wolff III,jwo9868@lionstate.edu,18,92618,5324068953,F,cn3jhka6,655 East Branch Dr.,DS
Stuart Paucek,spa6019@lionstate.edu,18,72438,5244913075,M,m5cocubj,26 Johnson St.,PHYS
Maeve Lindgren,mli3321@lionstate.edu,21,62501,5927126915,F,ui580f4n,63 Lake Forest Road,CHEM
Keshaun Cremin,kcr5457@lionstate.edu,22,96708,8718744936,F,v0fgasd7,78 South Brewery Ave.,PHYS
Lorenz D'Amore,ld'3923@lionstate.edu,18,19733,2913497921,M,ftqmprpx,361 E. Sierra Street,CMPEN
Ottis Carter,oca4581@lionstate.edu,18,31316,1837000043,M,xcjcr4fc,308 Mammoth Dr.,CHEM
Mr. Abdullah Nienow,mab6845@lionstate.edu,22,86403,4891686083,M,9850zhhi,26 Johnson St.,CMPEN
Joel Hessel,jhe3279@lionstate.edu,18,81504,5141184178,F,p90ls52s,6 Andover Dr.,ECON
Mrs. Deangelo Larson,mde2599@lionstate.edu,18,6090,6121194871,M,pczfi6i4,120 Heritage Lane,MATH
Rey Mayer,rma3714@lionstate.edu,21,85003,4242334599,M,rqgrpbb3,4 Old Academy Drive,CMPSC
Osvaldo Goldner,ogo3872@lionstate.edu,21,80624,7422569147,M,o3hihfsr,863 Stillwater Road,CSE
Miss Archibald Parisian,mar6527@lionstate.edu,21,47948,9564305076,F,jc1yhwrz,860 Wakehurst Dr.,PHYS
Kirk Kshlerin,kks7927@lionstate.edu,22,52626,4913827938,F,o27khz2d,780 East Redwood Drive,CHEM
Jude Jakubowski,jja6275@lionstate.edu,19,46039,2619382616,M,vaklayln,251 West Sheffield Drive,IST
Letitia Haley,lha1165@lionstate.edu,19,6359,6119622334,M,gtmrxd7b,453 North Elm Dr.,CMPSC
Lyla Rowe,lro5092@lionstate.edu,18,31747,7191229641,F,krunxnsj,3 North Linden Ave.,PHYS
Reba Rogahn Jr.,rro8624@lionstate.edu,18,30168,9853227083,F,fcsiw9vb,655 East Branch Dr.,CMPEN
Xzavier Bednar,xbe4075@lionstate.edu,18,91905,5037120585,M,fwja346l,6 Andover Dr.,CHEM
Madalyn Beahan,mbe5897@lionstate.edu,22,61344,4623705497,M,1alls4jn,308 Mammoth Dr.,CMPSC
Marquise Sporer,msp2396@lionstate.edu,20,92056,9527458977,M,eivrd0dg,9408 Anderson Court,DS
Lily Mayer,lma3997@lionstate.edu,19,51046,3846455351,M,4abor0p0,780 East Redwood Drive,CSE
Johnpaul Adams III,jad9991@lionstate.edu,19,30054,5156254548,M,i8c51ca7,8985 Cambridge Ave.,STAT
Zita Okuneva,zok8115@lionstate.edu,21,62346,7171781964,F,h2c0hmwx,708 York Dr.,IST
Leone Rath,lra5429@lionstate.edu,20,32445,1264351953,M,ky9az1o3,7450 West Manchester Street,STAT
Kenna Toy,kto3075@lionstate.edu,22,61775,8924682463,F,ciwfk9v0,55 Hall St.,CHEM
Lesly Hamill,lha1007@lionstate.edu,20,80487,9889335112,M,i41crgb3,798 North Euclid Drive,PHYS
Mona Jast,mja6914@lionstate.edu,19,81321,6444711194,F,bubzi73b,8401 Green Rd.,ECON
Malachi O'Kon Sr.,mo'2102@lionstate.edu,21,96734,2665385595,M,dg88ili6,266 Second Street,CMPSC
Maryjane Ratke DVM,mra9348@lionstate.edu,18,30218,9186066481,M,4y9tpklm,6 Andover Dr.,MATH
Rosanna Raynor II,rra2944@lionstate.edu,22,32079,6763384743,F,mfh91bnj,655 East Branch Dr.,EE
Sydnie Eichmann,sei2746@lionstate.edu,18,52323,5332090119,F,66hclke8,78 South Brewery Ave.,CHEM
Johan Marquardt,jma9081@lionstate.edu,21,90004,7491946646,M,jhdfzk6j,141 Gulf Rd.,IST
Zora Gottlieb,zgo6248@lionstate.edu,18,86443,4445910532,F,18ujzopj,83 Corona Street,CHEM
Mr. Terence Barrows,mte5290@lionstate.edu,20,32310,7946759661,M,pyhzcqqb,963 Court Road,CHEM
Karina Heaney V,khe4237@lionstate.edu,20,32091,6866702717,F,6tevyige,461 Heather Street,PHYS
Rafaela Towne,rto9639@lionstate.edu,18,6039,5211352768,M,7kg2r96n,266 Second Street,CSE
Jonathon Renner,jre4487@lionstate.edu,19,71839,8168502665,F,86avpeyh,336 Myrtle Street,IST
Marquis Corkery,mco4950@lionstate.edu,20,47833,6763186603,M,6se8nlut,8378 West Pulaski Ave.,DS
Ozella Cremin,ocr4281@lionstate.edu,21,62288,6501797816,M,xd3o8mxz,251 West Sheffield Drive,CMPEN
Pattie Pouros,ppo3674@lionstate.edu,21,67642,1838117591,F,hni8nv4y,87 Vermont St.,IST
Sylvester Rogahn,sro6593@lionstate.edu,20,46975,5963242445,F,o4khshi4,9408 Anderson Court,MATH
Madeline Beatty,mbe8122@lionstate.edu,18,33313,7573370559,M,3z92cca8,78 South Brewery Ave.,CHEM
Mr. Talia Reilly,mta1412@lionstate.edu,22,61955,6033071809,M,9yv3xir1,7313 Stillwater Lane,STAT
Sean Schmidt,ssc5113@lionstate.edu,18,50130,1088807417,F,08i243xw,8401 Green Rd.,CMPEN
Leopold Torp,lto8681@lionstate.edu,18,83348,9751819004,F,rfbl7dns,91 S. Gartner Street,PHYS
Madaline Monahan DVM,mmo9633@lionstate.edu,21,95757,5024655558,M,532k3czr,185 E. Trenton Street,IST
Mittie Kuvalis,mku3286@lionstate.edu,18,92107,2018063445,M,ap25n3ab,7297 Applegate St.,STAT
Jamarcus Kutch,jku4357@lionstate.edu,19,71842,7342652634,M,1ryphig3,6 Andover Dr.,ECON
Lacey Cremin,lcr9996@lionstate.edu,22,50034,3447458382,F,ryeicg8y,9599 La Sierra St.,STAT
Jalen Stanton,jst7299@lionstate.edu,21,72469,4284576229,F,93y7sv9c,361 E. Sierra Street,STAT
Shaun Schamberger,ssc3796@lionstate.edu,18,34653,9484370706,M,15xkc9gi,91 S. Gartner Street,STAT
Mrs. Adrain Howe,mad5228@lionstate.edu,19,90010,7221422505,F,znklaesk,9659 Rosewood Drive,IST
Shania Walker V,swa2238@lionstate.edu,22,93401,9294347688,M,3n0anbkn,78 South Brewery Ave.,ECON
Shane Mayer,sma7982@lionstate.edu,18,72760,7215218489,M,8ho2ylkn,8378 West Pulaski Ave.,MATH
Mr. Lurline Green,mlu2848@lionstate.edu,21,62803,7823326896,M,xlcl3olo,798 North Euclid Drive,CMPSC
Kendra Hessel,khe2935@lionstate.edu,21,6235,3695369631,M,5v0x2i2u,9236 El Dorado St.,STAT
Keshaun Terry,kte7157@lionstate.edu,20,6606,4949327989,M,qgxo5n12,9408 Anderson Court,MATH
Katelin Rippin DDS,kri6727@lionstate.edu,21,33181,7047651827,M,cndejauu,608 North Addison St.,ECON
Kaia Orn,kor8639@lionstate.edu,21,47025,5337964346,F,r0wetv5d,182 Spring Street,PHYS
Marietta Fisher,mfi6371@lionstate.edu,19,60041,8967014687,M,0o5ugfpb,285 Dogwood Drive,ECON
Mrs. Krystal Buckridge,mkr4574@lionstate.edu,22,32043,3414939557,M,9ibxvx8f,251 West Sheffield Drive,ECON
Shanna Murray,smu8714@lionstate.edu,19,61938,6417119602,F,ottq8l4h,8401 Green Rd.,ECON
Rodrigo Bins,rbi9155@lionstate.edu,21,6754,3343389580,F,u023nh0i,461 Heather Street,PHYS
Jakayla Rogahn,jro5974@lionstate.edu,18,30470,3897911440,F,2pn9hkyw,780 East Redwood Drive,IST
Khalil Tremblay,ktr6772@lionstate.edu,20,31094,9181533068,M,rxsuefl3,18 Lakeview Street,DS
Woodrow Daugherty,wda9016@lionstate.edu,21,95315,5703245706,F,7p0w4sw8,453 North Elm Dr.,ECON
Rosa Fahey,rfa8532@lionstate.edu,20,62943,9479233233,F,937d9lsa,308 Mammoth Dr.,PHYS
Miss Neoma Pfannerstill,mne6555@lionstate.edu,18,32038,8432307454,F,exkdo0ql,7764 Union Avenue,PHYS
Stella Reichel,sre4987@lionstate.edu,18,83654,2396892522,F,421s7hyr,461 Heather Street,MATH
Titus McClure,tmc7639@lionstate.edu,20,33982,5366788287,M,ybftdlvn,963 Court Road,ECON
Leo Schneider,lsc9165@lionstate.edu,20,33145,2904035935,M,zb72v3ys,963 Court Road,IST
Rodrick Ratke,rra4659@lionstate.edu,18,6088,3935310863,F,hif5wgha,83 Corona Street,EE
Quinton Johnston,qjo2835@lionstate.edu,20,62254,6448192279,M,jc5mjn4j,336 Myrtle Street,STAT
Justus Prosacco,jpr1678@lionstate.edu,22,81410,2815185909,F,jtpv3g6o,336 Myrtle Street,CSE
Madeline Smith,msm4734@lionstate.edu,20,62355,2593257711,M,2ki3shs0,655 East Branch Dr.,IST
Sallie McDermott,smc5761@lionstate.edu,18,72014,6376525823,M,5cjv882q,9659 Rosewood Drive,CHEM
Mireya Pouros,mpo6230@lionstate.edu,22,60450,6896702170,M,7f94l7s0,608 North Addison St.,IST
Mrs. Daryl Beier,mda7325@lionstate.edu,21,61484,5501326697,M,b72x34cx,495 Jockey Hollow Ave.,STAT
Marisol Crona,mcr8647@lionstate.edu,18,31216,5804212840,F,o7rl1udy,7195 North Canterbury Circle,CHEM
Wava Anderson IV,wan5226@lionstate.edu,18,47725,4279029711,M,h7waj302,141 Gulf Rd.,DS
Miss Paul Hills,mpa1579@lionstate.edu,22,52208,2957321218,M,pxfwcqxb,26 Johnson St.,MATH
Velma Lebsack,vle9800@lionstate.edu,21,50067,7759585308,M,rof5jch8,9498 Newport Ave.,CHEM
Mrs. Deja Mosciski,mde4739@lionstate.edu,21,61028,5439138492,F,bkiff3gh,336 Myrtle Street,CMPSC
Rosie Huel,rhu1999@lionstate.edu,22,62690,2172468219,M,08ddd6ps,608 North Addison St.,EE
Marcelina Collins,mco7612@lionstate.edu,19,32578,8838874047,M,gvftq3ee,9236 El Dorado St.,DS
Joel Hammes,jha8710@lionstate.edu,18,31523,9171947908,M,ra3xf3g2,863 Stillwater Road,IST
Ismael Von,ivo1134@lionstate.edu,19,47167,2034336028,F,aa8obunx,798 North Euclid Drive,IST
Ivory Reichert,ire9271@lionstate.edu,19,32805,9826981428,M,7m9wcg8w,7 Arch Court,DS
Mae Rolfson,mro8475@lionstate.edu,18,93033,2101365056,F,otcje7py,655 East Branch Dr.,STAT
Rowland Roob V,rro5798@lionstate.edu,21,61863,6689086160,F,wgtnbh1o,259 Cleveland Road,CHEM
Rigoberto Huel,rhu3482@lionstate.edu,19,31774,7942899295,M,ungqga6k,8985 Cambridge Ave.,CSE
Mr. Jasen Stracke,mja6117@lionstate.edu,18,50171,8276695627,F,ehf2dmzk,18 Lakeview Street,MATH
Ms. Maci Schamberger,mma4302@lionstate.edu,21,66515,9522318992,M,5yczj6oj,7313 Stillwater Lane,IST
Mrs. Amparo Bahringer,mam2014@lionstate.edu,22,80116,2145286759,M,99wxwmdm,7313 Stillwater Lane,MATH
Jarret Mante,jma7277@lionstate.edu,22,46745,7554961530,F,jolwy2s0,4 Old Academy Drive,ECON
Monica Zieme,mzi4705@lionstate.edu,19,33167,5595203401,F,ct9v66xc,9408 Anderson Court,DS
Kevon McDermott,kmc2382@lionstate.edu,21,61239,5055917243,M,ggt4hfj9,7297 Applegate St.,ECON
Ophelia Murphy,omu5991@lionstate.edu,19,32087,7419386430,F,30cb43o7,232 W. Homewood Ave.,STAT
Jeanne Marquardt,jma1975@lionstate.edu,18,50613,1271712657,M,3hbwxyko,232 W. Homewood Ave.,EE
Jarrett Kessler,jke6352@lionstate.edu,20,33016,7659200618,M,q0ssowih,119 Harvey Street,CMPEN
Rafaela Legros,rle2901@lionstate.edu,21,72856,1146304300,M,k0t192jm,232 W. Homewood Ave.,MATH
Madelynn Grimes,mgr5494@lionstate.edu,19,33704,5396276774,M,dwq6vie7,7 Arch Court,PHYS
Leonel Beahan V,lbe3921@lionstate.edu,20,80231,5641424241,F,1ac5j9hy,7764 Union Avenue,PHYS
Price Parker,ppa6961@lionstate.edu,21,94041,7852021734,F,9hg8nilg,285 Dogwood Drive,DS
Stephen Ward,swa7358@lionstate.edu,19,96035,4571077199,M,0v91h6mw,308 Mammoth Dr.,DS
Leon Morissette,lmo1800@lionstate.edu,21,61275,8503543829,F,zrzby18o,8401 Green Rd.,STAT
Mackenzie Halvorson,mha4751@lionstate.edu,18,93060,9213972101,F,gysd8ywq,18 Lakeview Street,PHYS
Kara Wiegand I,kwi7687@lionstate.edu,21,83846,1872302192,M,9sr4krcq,232 W. Homewood Ave.,ECON
Pascale Abbott,pab5129@lionstate.edu,21,60712,4855336848,M,y8692wws,251 West Sheffield Drive,CHEM
Scot Will Jr.,swi5077@lionstate.edu,20,61037,3096045240,M,pwnt950j,259 Cleveland Road,EE
Rashad Larson,rla2797@lionstate.edu,19,66711,7147344387,M,ibm2bo3e,7 Arch Court,EE
Savanna Brakus,sbr3123@lionstate.edu,21,60031,8307953481,M,krp1pkam,8378 West Pulaski Ave.,STAT
Lolita Moore,lmo4016@lionstate.edu,20,30513,2716673702,F,0djua4jk,453 North Elm Dr.,CHEM
Maritza McKenzie,mmc7342@lionstate.edu,19,90605,4257024505,M,yh7imzim,55 Hall St.,ECON
Sammy Douglas V,sdo3750@lionstate.edu,22,47725,1048154077,F,mmw3lwvp,780 East Redwood Drive,MATH
Marta Zieme DDS,mzi8291@lionstate.edu,22,95660,9378580824,M,ntwa6o22,4 Old Academy Drive,CMPSC
Mrs. Oma Veum,mom6938@lionstate.edu,21,85009,6641556204,F,uhxeokud,119 Harvey Street,MATH
Marco Schaefer,msc9287@lionstate.edu,18,86545,4559956078,M,yxwumm5l,55 Hall St.,DS
Wilson Runte,wru8295@lionstate.edu,18,47201,4283274867,M,whmc8nsh,26 Johnson St.,ECON
Odessa Upton,oup4229@lionstate.edu,22,90704,4639285087,F,9oes49js,8687 N. Sleepy Hollow Court,CHEM
Melyna Lindgren,mli2334@lionstate.edu,19,32003,9979973361,F,1zvudew1,8378 West Pulaski Ave.,CMPSC
Leon Hettinger,lhe3112@lionstate.edu,19,30802,1182771078,M,tgsfcg7u,8687 N. Sleepy Hollow Court,MATH
Retha Schamberger,rsc9635@lionstate.edu,22,61928,2614023020,F,e1lek9bw,185 E. Trenton Street,MATH
Mr. Brionna Padberg,mbr9751@lionstate.edu,22,50428,4112460267,M,yppqbd8m,860 Wakehurst Dr.,CSE
Myrtie Hilpert,mhi9404@lionstate.edu,21,72367,4646400043,F,z0ak5f78,336 Myrtle Street,EE
Shayna Greenfelder V,sgr1450@lionstate.edu,18,93616,9742430924,F,xpddtqtt,83 Corona Street,CHEM
Susanna Lueilwitz,slu4029@lionstate.edu,22,33974,6325241209,M,vjp9fvw3,7195 North Canterbury Circle,IST
Tanya Zulauf,tzu3964@lionstate.edu,19,66516,4968352719,M,z8brxxr2,9498 Newport Ave.,MATH
Beau Krajcik,bkr1614@lionstate.edu,21,31217,3238095802,F,fv67v7ud,780 East Redwood Drive,CMPEN
Aurelia Ferry,afe9226@lionstate.edu,22,46785,3262753236,M,u9sweo7t,78 South Brewery Ave.,CHEM
Asa Tromp,atr7724@lionstate.edu,19,83833,1167771547,F,rpc0ecr4,9420 Tallwood Street,EE
Bailee Bernhard,bbe1971@lionstate.edu,19,50655,7057241900,M,2z5x0wq9,8985 Cambridge Ave.,IST
Axel Blanda,abl5494@lionstate.edu,18,90803,1887162616,F,ymt3iyum,655 East Branch Dr.,MATH
Arturo Schoen,asc7849@lionstate.edu,18,72762,2269445581,F,c0hgfkxn,185 E. Trenton Street,CHEM
Annabell Schuppe I,asc2462@lionstate.edu,21,50668,3294070947,F,y6e4oxeo,7 Arch Court,PHYS
Ashly McGlynn,amc6705@lionstate.edu,21,80516,5153130879,M,mpx009eg,639 Princeton Rd.,CMPEN
Augustine Bednar,abe7143@lionstate.edu,21,94950,6209112984,M,lx2hz60s,708 York Dr.,ECON
Ardith Buckridge,abu4594@lionstate.edu,20,95231,5387489258,M,p0itvgwk,9659 Rosewood Drive,CSE
Antonette Gleason,agl6867@lionstate.edu,19,93267,1332100507,F,c8tpvxdf,91 S. Gartner Street,EE
Annette Erdman III,aer4333@lionstate.edu,19,31711,6703040703,F,mxdgxmjn,7764 Union Avenue,CMPEN
Austen Schultz,asc3862@lionstate.edu,20,92004,2775583726,M,fzkbxbiu,7764 Union Avenue,CMPSC
Antone Spinka,asp5352@lionstate.edu,22,34711,5135203465,F,f096f3px,266 Second Street,DS
Angie Howell DVM,aho2701@lionstate.edu,20,34602,7257000861,M,3t52wwlg,7450 West Manchester Street,MATH
Anita Cremin,acr7084@lionstate.edu,19,90033,3139302791,F,17ow7v6r,259 Cleveland Road,MATH
Baby Stokes,bst2160@lionstate.edu,22,60536,3236222511,F,7398f1v0,91 S. Gartner Street,PHYS
Antonio Rice,ari8290@lionstate.edu,21,6091,7351326241,M,cu9pnq8n,461 Heather Street,PHYS
Bailee Keebler,bke6313@lionstate.edu,18,50585,7027080376,M,t26x25az,63 Lake Forest Road,CSE
Annette Heathcote,ahe6284@lionstate.edu,19,83830,7303718979,F,p6q31twb,9599 La Sierra St.,IST
Arturo Stiedemann,ast8005@lionstate.edu,19,33027,7614551290,F,msf24v3r,639 Princeton Rd.,CMPEN
Arianna Hayes,aha8564@lionstate.edu,21,6477,7675816885,F,vjy43dwn,798 North Euclid Drive,CSE
Barbara Lynch,bly7859@lionstate.edu,22,85352,4006546748,F,rv6h5k9v,461 Heather Street,CSE
Baron Pacocha,bpa6768@lionstate.edu,22,33884,2274663819,M,fms2vvht,655 East Branch Dr.,PHYS
Ardith Hettinger,ahe1279@lionstate.edu,20,33037,3848189316,M,kp2yck94,461 Heather Street,STAT
Assunta Walsh,awa9571@lionstate.edu,19,30222,4389600858,F,7zryi69f,8985 Cambridge Ave.,PHYS
Arnulfo Paucek,apa2541@lionstate.edu,19,6450,9413152090,M,0ahwidu1,4 Old Academy Drive,STAT
Anika Walsh,awa1809@lionstate.edu,18,31634,8579474090,M,ieerwn8d,863 Stillwater Road,EE
Antonina Brekke,abr2628@lionstate.edu,22,80022,6842786359,M,xkw7v0ch,336 Myrtle Street,DS
Ari Simonis,asi6829@lionstate.edu,22,85328,3738223604,M,qe5jz5ek,655 East Branch Dr.,DS
Ayana Wilkinson,awi4582@lionstate.edu,20,32535,6007579575,F,61t53q20,141 Gulf Rd.,CMPSC
Annabelle Block,abl8902@lionstate.edu,19,6897,3786604796,F,7j28vvzc,308 Mammoth Dr.,STAT
Arianna Yost,ayo6298@lionstate.edu,18,61036,9765473310,F,ps7agu40,8687 N. Sleepy Hollow Court,EE
Angelo Macejkovic,ama3077@lionstate.edu,20,95503,1551788234,F,8rkn1rx3,185 E. Trenton Street,PHYS
Cicero O'Kon,co'1788@lionstate.edu,19,51455,1307744716,F,no2dsq6k,9420 Tallwood Street,DS
Bettie Gibson II,bgi3522@lionstate.edu,18,62532,1255100564,F,3nwq2ezo,8985 Cambridge Ave.,IST
Carter Zboncak,czb9309@lionstate.edu,19,60457,5898798416,F,3rzaa57p,495 Jockey Hollow Ave.,STAT
Claire Haley,cha9704@lionstate.edu,18,80432,6598988680,M,qm4tj1ve,141 Gulf Rd.,CMPSC
Ahmed Marks,ama6515@lionstate.edu,21,83342,9509675647,M,2554uc0w,18 Lakeview Street,MATH
Cody Gislason,cgi1101@lionstate.edu,18,93604,6513753213,F,hq5l3bz8,453 North Elm Dr.,STAT
Cyrus Haag,cha2583@lionstate.edu,18,30912,5434785894,M,afkpa2ws,860 Wakehurst Dr.,CMPEN
Charlotte Donnelly,cdo9201@lionstate.edu,20,46902,3348544114,F,k6a80kp9,259 Cleveland Road,EE
Bethany Bernhard,bbe7235@lionstate.edu,21,46140,6035098365,F,scpn2dpp,358 Marvon Ave.,ECON
Abigale Jewess,aje9160@lionstate.edu,21,67880,2186420250,M,yi3qshz1,608 North Addison St.,CMPSC
Cade Spinka Jr.,csp7875@lionstate.edu,22,62082,9711678305,F,2vu5sf3s,7313 Stillwater Lane,CMPSC
Alden Lind,ali7453@lionstate.edu,22,61928,2684940911,F,0fn7cx6r,18 Lakeview Street,CMPEN
Danny Goldner,dgo8205@lionstate.edu,22,50475,3811948692,M,0bn8gx77,7450 West Manchester Street,EE
Aida Wilderman,awi7768@lionstate.edu,19,61822,5592690183,F,8jz2y2a5,8378 West Pulaski Ave.,PHYS
Bessie Reinger,bre4160@lionstate.edu,21,94607,2467082800,F,47fu0i8o,9408 Anderson Court,CHEM
Cleveland Bins,cbi3526@lionstate.edu,19,95316,6138650423,M,8vc64p5v,83 Corona Street,IST
Damien Hudson,dhu6635@lionstate.edu,19,32776,4792383710,F,pfvpn4hn,232 W. Homewood Ave.,PHYS
Brice Pacocha,bpa2803@lionstate.edu,22,95318,2752676614,F,b98cyqy7,9420 Tallwood Street,CMPEN
Cody Gutkowski,cgu3158@lionstate.edu,19,52342,9348596360,F,p9z2n632,9420 Tallwood Street,ECON
Cameron Osinski,cos1799@lionstate.edu,20,30101,4009998820,F,0n1e6pnc,7529 Old Sunset Road,CHEM
Dandre Kassulke,dka4769@lionstate.edu,21,91604,2403815864,F,fhdtpgwv,798 North Euclid Drive,IST
Alexandrea Goodwin,ago3924@lionstate.edu,21,95385,8316127746,M,1diivr7z,7 Arch Court,STAT
Brody Hackett,bha9246@lionstate.edu,20,94937,1715575509,F,o1rt4cbf,78 South Brewery Ave.,CMPEN
Alanis Stracke,ast8438@lionstate.edu,19,31787,6361489958,F,crailqp3,639 Princeton Rd.,ECON
Bernadine Koelpin,bko7832@lionstate.edu,18,95540,7396905295,F,142xk754,251 West Sheffield Drive,CMPEN
Damon Shields,dsh8625@lionstate.edu,22,34797,1041330723,F,ti45130u,63 Lake Forest Road,CMPSC
Alexane Cremin PhD,acr2307@lionstate.edu,21,92625,7969013997,F,uvhbxp40,9659 Rosewood Drive,PHYS
Cleo Kub,cku1462@lionstate.edu,19,46051,2064204063,F,2x8rf35c,259 Cleveland Road,EE
Carleton Flatley,cfl5329@lionstate.edu,22,32257,7775308519,F,8lhl9t10,8687 N. Sleepy Hollow Court,IST
Berta Reichert,bre8066@lionstate.edu,20,91710,3609292429,F,6f3z7kb0,9236 El Dorado St.,CSE
Calista Reichel,cre5153@lionstate.edu,19,52570,5708184649,F,6jcorz9a,7313 Stillwater Lane,MATH
Carolyne Herman,che7946@lionstate.edu,22,34488,5674145864,M,ajkwwmzd,9408 Anderson Court,CMPEN
Dameon Herman,dhe6440@lionstate.edu,19,71827,4936661787,M,3c34iijt,87 Vermont St.,STAT
Blaze Jaskolski,bja8759@lionstate.edu,21,85736,2677561909,M,du41ksn8,9599 La Sierra St.,CMPEN
Celestino Hilll,chi8541@lionstate.edu,20,34691,6939644773,M,3l51ofow,655 East Branch Dr.,IST
Abbey Kunde,aku9191@lionstate.edu,21,32563,7902445059,M,cl82fa7j,8985 Cambridge Ave.,PHYS
Abigayle Goldner,ago2420@lionstate.edu,18,83666,6512624973,M,bjppzwgj,285 Dogwood Drive,EE
Brandi Bergstrom,bbe6804@lionstate.edu,20,90704,4787339428,F,jwnn3kbs,7130 Longfellow Dr.,MATH
Abe Wintheiser,awi6807@lionstate.edu,21,92025,7874074228,M,2ug8r41a,141 Gulf Rd.,ECON
Caesar Rath II,cra1384@lionstate.edu,19,61814,8148118282,M,gjmnphk1,9498 Newport Ave.,DS
Chloe Nienow,cni4777@lionstate.edu,21,80648,2706148531,M,r18uqmoj,9659 Rosewood Drive,PHYS
Beverly Muller,bmu5779@lionstate.edu,21,81019,1892943713,F,ajfck44r,963 Court Road,IST
Casimer Runolfsdottir IV,cru1287@lionstate.edu,19,47369,4543467585,M,2s9glbub,259 Cleveland Road,CMPEN
Adell Bradtke,abr2910@lionstate.edu,19,90621,2727934286,M,avpdvzzg,963 Court Road,PHYS
Crawford Romaguera,cro4659@lionstate.edu,20,52649,7514001634,M,xh1z5q3c,863 Stillwater Road,CSE
Aimee Schowalter,asc7710@lionstate.edu,19,67020,8576028857,M,21ch6o1g,963 Court Road,CHEM
Brannon Bins,bbi5217@lionstate.edu,22,72628,4931503018,F,ib658n92,9599 La Sierra St.,CSE
Cade Wilderman,cwi9696@lionstate.edu,20,86045,8922082554,M,6thcq3ka,18 Lakeview Street,ECON
Alden Murazik,amu1271@lionstate.edu,19,93610,1705212350,M,y9hmo2y1,55 Hall St.,CSE
Chad Breitenberg,cbr3311@lionstate.edu,22,33013,9453681474,F,iu6rvymu,87 Vermont St.,MATH
Adelia Huels,ahu9998@lionstate.edu,19,33541,2317092992,F,pc2li9jb,608 North Addison St.,PHYS
Brian Huel,bhu8777@lionstate.edu,22,30135,5891360695,F,0sr7srbq,7195 North Canterbury Circle,CMPEN
Crystal Keebler,cke5626@lionstate.edu,22,46110,3063128210,F,7lsd8u6o,232 W. Homewood Ave.,IST
Cali Reichert,cre3514@lionstate.edu,22,95540,4953298271,F,0okfdvzu,119 Harvey Street,PHYS
Abel Anderson Sr.,aan1394@lionstate.edu,22,33154,1519856103,F,hj0n3pp5,8985 Cambridge Ave.,PHYS
Cassie Reynolds,cre5333@lionstate.edu,21,47456,8649348556,F,o5p7oizf,7195 North Canterbury Circle,CMPSC
Clovis Tillman,cti9525@lionstate.edu,21,6409,2303200385,M,20aadwv7,9599 La Sierra St.,CMPEN
